Date,Price,Open,High,Low,Change %,GDP,Inflation,FDI,Trade Balance,Unemployment Rate,Exchange Rate,Economic Growth
12/20/2021,2528.66,2547.7,2548.8,2513.62,-0.0075,6.94,5.55,1.72,20.14,5.1,85.86,6.94
12/19/2021,2547.7,2586.46,2587.26,2540.42,-0.015,6.94,5.55,1.72,20.14,5.1,85.8,6.94
12/15/2021,2586.46,2568.41,2587.97,2555.46,0.007,6.94,5.55,1.72,20.14,5.1,85.86,6.94
12/14/2021,2568.41,2585.32,2601.23,2565.26,-0.0065,6.94,5.55,1.72,20.14,5.1,85.86,6.94
12/13/2021,2585.32,2604.08,2608.88,2576.58,-0.0072,6.94,5.55,1.72,20.14,5.1,85.74,6.94
12/12/2021,2604.08,2632.19,2643.5,2598.21,-0.0107,6.94,5.55,1.72,20.14,5.1,85.95,6.94
12/9/2021,2632.19,2621.04,2646.78,2621.04,0.0043,6.94,5.55,1.72,20.14,5.1,85.81,6.94
12/8/2021,2621.04,2660.3,2660.3,2618.82,-0.0148,6.94,5.55,1.72,20.14,5.1,85.86,6.94
12/7/2021,2660.3,2634.63,2662.79,2634.63,0.0097,6.94,5.55,1.72,20.14,5.1,85.8,6.94
12/6/2021,2634.63,2638.25,2638.25,2618.73,-0.0014,6.94,5.55,1.72,20.14,5.1,85.8,6.94
12/5/2021,2638.25,2635.93,2651.69,2623,0.0009,6.94,5.55,1.72,20.14,5.1,85.69,6.94
12/2/2021,2635.93,2589.85,2644.02,2546.72,0.0178,6.94,5.55,1.72,20.14,5.1,85.86,6.94
12/1/2021,2589.85,2516.28,2595.18,2516.28,0.0292,6.94,5.55,1.72,20.14,5.1,85.57,6.94
11/30/2021,2516.28,2567.38,2586.32,2515.04,-0.0199,6.94,5.55,1.72,20.14,5.1,85.7,6.94
11/29/2021,2567.38,2576.17,2590.11,2557.15,-0.0034,6.94,5.55,1.72,20.14,5.1,85.62,6.94
11/28/2021,2576.17,2602.86,2607.76,2571.88,-0.0103,6.94,5.55,1.72,20.14,5.1,85.62,6.94
11/25/2021,2602.86,2631.37,2631.73,2601.25,-0.0108,6.94,5.55,1.72,20.14,5.1,85.62,6.94
11/24/2021,2631.37,2660.85,2677.56,2630.3,-0.0111,6.94,5.55,1.72,20.14,5.1,85.7,6.94
11/23/2021,2660.85,2666.99,2682.88,2654.34,-0.0023,6.94,5.55,1.72,20.14,5.1,85.7,6.94
11/22/2021,2666.99,2683.84,2689.52,2666.38,-0.0063,6.94,5.55,1.72,20.14,5.1,85.57,6.94
11/21/2021,2683.84,2694.94,2698.05,2680.53,-0.0041,6.94,5.55,1.72,20.14,5.1,85.62,6.94
11/18/2021,2694.94,2683.29,2700.65,2680.29,0.0043,6.94,5.55,1.72,20.14,5.1,85.7,6.94
11/17/2021,2683.29,2691.26,2701.34,2667.53,-0.003,6.94,5.55,1.72,20.14,5.1,85.62,6.94
11/16/2021,2691.26,2659.54,2699.37,2659.54,0.0119,6.94,5.55,1.72,20.14,5.1,85.7,6.94
11/15/2021,2659.54,2655.98,2679.41,2645.87,0.0013,6.94,5.55,1.72,20.14,5.1,85.37,6.94
11/14/2021,2655.98,2680.96,2700.28,2650.84,-0.0093,6.94,5.55,1.72,20.14,5.1,85.52,6.94
11/11/2021,2680.96,2660.74,2694.84,2660.74,0.0076,6.94,5.55,1.72,20.14,5.1,85.7,6.94
11/10/2021,2660.74,2616.03,2663.34,2616.03,0.0171,6.94,5.55,1.72,20.14,5.1,85.56,6.94
11/9/2021,2616.03,2583.68,2620.91,2582.45,0.0125,6.94,5.55,1.72,20.14,5.1,85.61,6.94
11/8/2021,2583.68,2598.97,2611.4,2574.48,-0.0059,6.94,5.55,1.72,20.14,5.1,85.5,6.94
11/7/2021,2598.97,2601.28,2624.6,2595.07,-0.0009,6.94,5.55,1.72,20.14,5.1,85.66,6.94
11/4/2021,2601.28,2585.8,2611.42,2574.56,0.006,6.94,5.55,1.72,20.14,5.1,85.57,6.94
11/3/2021,2585.8,2605.94,2615.5,2582.35,-0.0077,6.94,5.55,1.72,20.14,5.1,85.66,6.94
11/2/2021,2605.94,2625.7,2636.71,2603.97,-0.0075,6.94,5.55,1.72,20.14,5.1,85.61,6.94
11/1/2021,2625.7,2620.59,2632.2,2614.96,0.0019,6.94,5.55,1.72,20.14,5.1,85.44,6.94
10/31/2021,2620.59,2638.9,2656.85,2616.52,-0.0069,6.94,5.55,1.72,20.14,5.1,85.62,6.94
10/28/2021,2638.9,2644.32,2651.79,2634.75,-0.002,6.94,5.55,1.72,20.14,5.1,85.61,6.94
10/27/2021,2644.32,2661.64,2668.11,2639.83,-0.0065,6.94,5.55,1.72,20.14,5.1,85.61,6.94
10/26/2021,2661.64,2644.54,2671.18,2615.24,0.0065,6.94,5.55,1.72,20.14,5.1,85.62,6.94
10/25/2021,2644.54,2698.31,2698.31,2626.01,-0.0199,6.94,5.55,1.72,20.14,5.1,85.64,6.94
10/24/2021,2698.31,2699.33,2754.95,2690.11,-0.0004,6.94,5.55,1.72,20.14,5.1,85.79,6.94
10/21/2021,2699.33,2656.05,2703.06,2635.22,0.0163,6.94,5.55,1.72,20.14,5.1,85.7,6.94
10/19/2021,2656.05,2678.55,2710.97,2649.11,-0.0084,6.94,5.55,1.72,20.14,5.1,85.6,6.94
10/18/2021,2678.55,2705.13,2714.47,2652.32,-0.0098,6.94,5.55,1.72,20.14,5.1,85.61,6.94
10/17/2021,2705.13,2719.13,2732.38,2698.88,-0.0051,6.94,5.55,1.72,20.14,5.1,86.155,6.94
10/14/2021,2719.13,2717.56,2724.1,2690.94,0.0006,6.94,5.55,1.72,20.14,5.1,85.57,6.94
10/13/2021,2717.56,2749.88,2754.71,2715.62,-0.0118,6.94,5.55,1.72,20.14,5.1,85.56,6.94
10/12/2021,2749.88,2757.28,2772.75,2747.31,-0.0027,6.94,5.55,1.72,20.14,5.1,85.7,6.94
10/11/2021,2757.28,2765.78,2781.29,2755.66,-0.0031,6.94,5.55,1.72,20.14,5.1,85.79,6.94
10/10/2021,2765.78,2767.38,2782.31,2758.66,-0.0006,6.94,5.55,1.72,20.14,5.1,85.57,6.94
10/7/2021,2767.38,2787.81,2800.08,2752.73,-0.0073,6.94,5.55,1.72,20.14,5.1,85.75,6.94
10/6/2021,2787.81,2778.12,2807.8,2778.12,0.0035,6.94,5.55,1.72,20.14,5.1,85.66,6.94
10/5/2021,2778.12,2765.26,2781.48,2743.47,0.0047,6.94,5.55,1.72,20.14,5.1,85.56,6.94
10/4/2021,2765.26,2741.71,2787.16,2741.71,0.0086,6.94,5.55,1.72,20.14,5.1,85.59,6.94
10/3/2021,2741.71,2710.52,2745.66,2710.52,0.0115,6.94,5.55,1.72,20.14,5.1,85.39,6.94
9/30/2021,2710.52,2696.87,2716.77,2696.87,0.0051,6.94,5.55,1.72,20.14,5.1,85.57,6.94
9/29/2021,2696.87,2691.82,2702.23,2688.27,0.0019,6.94,5.55,1.72,20.14,5.1,85.53,6.94
9/28/2021,2691.82,2676.24,2696.59,2676.24,0.0058,6.94,5.55,1.72,20.14,5.1,85.6,6.94
9/27/2021,2676.24,2665.61,2685.92,2665.61,0.004,6.94,5.55,1.72,20.14,5.1,85.47,6.94
9/26/2021,2665.61,2673.55,2682.51,2662.51,-0.003,6.94,5.55,1.72,20.14,5.1,85.41,6.94
9/23/2021,2673.55,2673.19,2684.17,2666.33,0.0001,6.94,5.55,1.72,20.14,5.1,85.56,6.94
9/22/2021,2673.19,2685.98,2701.82,2670.54,-0.0048,6.94,5.55,1.72,20.14,5.1,85.51,6.94
9/21/2021,2685.98,2661.41,2695.32,2661.41,0.0092,6.94,5.55,1.72,20.14,5.1,85.55,6.94
9/20/2021,2661.41,2655.81,2672.81,2655.75,0.0021,6.94,5.55,1.72,20.14,5.1,85.48,6.94
9/19/2021,2655.81,2674.55,2684.58,2653.46,-0.007,6.94,5.55,1.72,20.14,5.1,85.26,6.94
9/16/2021,2674.55,2649.36,2684.06,2649.36,0.0095,6.94,5.55,1.72,20.14,5.1,85.49,6.94
9/15/2021,2649.36,2611.68,2656.33,2597.55,0.0144,6.94,5.55,1.72,20.14,5.1,85.26,6.94
9/14/2021,2611.68,2635.15,2653.04,2607.75,-0.0089,6.94,5.55,1.72,20.14,5.1,85.35,6.94
9/13/2021,2635.15,2638.1,2648.44,2617.59,-0.0011,6.94,5.55,1.72,20.14,5.1,85.45,6.94
9/12/2021,2638.1,2647.14,2683.63,2633.47,-0.0034,6.94,5.55,1.72,20.14,5.1,85.07,6.94
9/9/2021,2647.14,2613.54,2653.58,2598.13,0.0129,6.94,5.55,1.72,20.14,5.1,85.35,6.94
9/8/2021,2613.54,2583.93,2614.63,2583.93,0.0115,6.94,5.55,1.72,20.14,5.1,85.34,6.94
9/7/2021,2583.93,2546.62,2588.2,2546.62,0.0147,6.94,5.55,1.72,20.14,5.1,85.24,6.94
9/6/2021,2546.62,2533.97,2550.71,2528.39,0.005,6.94,5.55,1.72,20.14,5.1,85.55,6.94
9/5/2021,2533.97,2533.16,2536.23,2529.79,0.0149,6.94,5.55,1.72,20.14,5.1,85.2,6.94
9/2/2021,2496.84,2474.72,2497.9,2474.72,0.0089,6.94,5.55,1.72,20.14,5.1,85.37,6.94
9/1/2021,2474.72,2453.95,2478.36,2453.95,0.0085,6.94,5.55,1.72,20.14,5.1,85.46,6.94
8/31/2021,2453.95,2443.48,2462.66,2443.48,0.0043,6.94,5.55,1.72,20.14,5.1,85.53,6.94
8/29/2021,2443.48,2453.43,2460.28,2440.23,-0.0041,6.94,5.55,1.72,20.14,5.1,85.24,6.94
8/26/2021,2453.43,2459.69,2466.3,2448.48,-0.0025,6.94,5.55,1.72,20.14,5.1,85.26,6.94
8/25/2021,2459.69,2463.55,2475.05,2457.9,-0.0016,6.94,5.55,1.72,20.14,5.1,85.6,6.94
8/24/2021,2463.55,2459.94,2471.06,2452.64,0.0015,6.94,5.55,1.72,20.14,5.1,85.29,6.94
8/23/2021,2459.94,2451.89,2466.37,2449.51,0.0033,6.94,5.55,1.72,20.14,5.1,85.09,6.94
8/22/2021,2451.89,2423.54,2455.91,2423.54,0.0117,6.94,5.55,1.72,20.14,5.1,84.75,6.94
8/19/2021,2423.54,2426.82,2430.63,2414.87,-0.0014,6.94,5.55,1.72,20.14,5.1,84.61,6.94
8/18/2021,2426.82,2422.17,2443.08,2422.17,0.0019,6.94,5.55,1.72,20.14,5.1,84.91,6.94
8/17/2021,2422.17,2427.62,2433.03,2419.56,-0.0022,6.94,5.55,1.72,20.14,5.1,85.18,6.94
8/16/2021,2427.62,2427.57,2436.85,2423.49,0,6.94,5.55,1.72,20.14,5.1,84.98,6.94
8/12/2021,2427.57,2397.65,2431.64,2397.65,0.0125,6.94,5.55,1.72,20.14,5.1,84.63,6.94
8/11/2021,2397.65,2384.1,2400.56,2358.12,0.0057,6.94,5.55,1.72,20.14,5.1,84.74,6.94
8/10/2021,2384.1,2392.62,2400.51,2381.99,-0.0036,6.94,5.55,1.72,20.14,5.1,85.25,6.94
8/9/2021,2392.62,2385.89,2394.85,2356.15,0.0028,6.94,5.55,1.72,20.14,5.1,84.74,6.94
8/5/2021,2385.89,2366.44,2388.6,2364.08,0.0082,6.94,5.55,1.72,20.14,5.1,85.2,6.94
8/3/2021,2366.44,2344.1,2369.4,2344.1,0.0095,6.94,5.55,1.72,20.14,5.1,84.98,6.94
8/2/2021,2344.1,2327.87,2348.92,2327.87,0.007,6.94,5.55,1.72,20.14,5.1,84.49,6.94
7/29/2021,2327.87,2323.48,2332.27,2318.96,0.0019,6.94,5.55,1.72,20.14,5.1,84.81,6.94
7/28/2021,2323.48,2308.74,2326.5,2305.2,0.0064,6.94,5.55,1.72,20.14,5.1,84.81,6.94
7/27/2021,2308.74,2322.73,2323.58,2306.04,-0.006,6.94,5.55,1.72,20.14,5.1,84.54,6.94
7/26/2021,2322.73,2336.47,2346.29,2319,-0.0059,6.94,5.55,1.72,20.14,5.1,85.15,6.94
7/25/2021,2336.47,2339.27,2343.23,2336.47,0.0061,6.94,5.55,1.72,20.14,5.1,84.98,6.94
7/19/2021,2322.37,2306.02,2322.95,2302.79,0.0071,6.94,5.55,1.72,20.14,5.1,84.64,6.94
7/18/2021,2306.02,2274.9,2306.02,2274.09,0.0137,6.94,5.55,1.72,20.14,5.1,85.03,6.94
7/15/2021,2274.9,2274.69,2278.86,2267.27,0.0001,6.94,5.55,1.72,20.14,5.1,84.69,6.94
7/14/2021,2274.69,2273.75,2284.55,2266.71,0.0004,6.94,5.55,1.72,20.14,5.1,84.91,6.94
7/13/2021,2273.75,2259.04,2277.12,2259.04,0.0065,6.94,5.55,1.72,20.14,5.1,85.25,6.94
7/12/2021,2259.04,2248.21,2262.17,2245.32,0.0048,6.94,5.55,1.72,20.14,5.1,84.79,6.94
7/8/2021,2248.21,2231.54,2250.65,2230.11,0.0075,6.94,5.55,1.72,20.14,5.1,84.74,6.94
7/7/2021,2231.54,2229.04,2247.55,2227.62,0.0011,6.94,5.55,1.72,20.14,5.1,84.81,6.94
7/6/2021,2229.04,2225.12,2231.58,2216.11,0.0018,6.94,5.55,1.72,20.14,5.1,84.48,6.94
7/5/2021,2225.12,2208.37,2227.55,2208.08,0.0076,6.94,5.55,1.72,20.14,5.1,84.88,6.94
7/4/2021,2208.37,2208.37,2208.37,2208.37,0,6.94,5.55,1.72,20.14,5.1,84.58,6.94
6/30/2021,2208.37,2185.82,2212.13,2185.04,0.0103,6.94,5.55,1.72,20.14,5.1,84.58,6.94
6/29/2021,2185.82,2176.64,2189.4,2170.67,0.0042,6.94,5.55,1.72,20.14,5.1,84.36,6.94
6/28/2021,2176.64,2168.63,2183.45,2168.63,0.0037,6.94,5.55,1.72,20.14,5.1,84.08,6.94
6/27/2021,2168.63,2199.52,2199.52,2164.7,-0.014,6.94,5.55,1.72,20.14,5.1,84.25,6.94
6/24/2021,2199.52,2188.83,2202,2179.95,0.0049,6.94,5.55,1.72,20.14,5.1,84.33,6.94
6/23/2021,2188.83,2205.7,2211.21,2186.85,-0.0076,6.94,5.55,1.72,20.14,5.1,84.47,6.94
6/22/2021,2205.7,2220.89,2227.32,2204.26,-0.0068,6.94,5.55,1.72,20.14,5.1,84.48,6.94
6/21/2021,2220.89,2207.29,2224.88,2207.29,0.0062,6.94,5.55,1.72,20.14,5.1,84.17,6.94
6/20/2021,2207.29,2197.06,2209.85,2192.6,0.0047,6.94,5.55,1.72,20.14,5.1,84.21,6.94
6/17/2021,2197.06,2183.26,2206.64,2183.26,0.0063,6.94,5.55,1.72,20.14,5.1,84.81,6.94
6/16/2021,2183.26,2176.88,2190.84,2175.83,0.0029,6.94,5.55,1.72,20.14,5.1,84.8,6.94
6/15/2021,2176.88,2172.97,2183.48,2172.97,0.0018,6.94,5.55,1.72,20.14,5.1,84.25,6.94
6/14/2021,2172.97,2192.56,2196.74,2171.17,-0.0089,6.94,5.55,1.72,20.14,5.1,84.46,6.94
6/13/2021,2192.56,2205.09,2217.28,2189.17,-0.0057,6.94,5.55,1.72,20.14,5.1,84.42,6.94
6/10/2021,2205.09,2202.62,2219.82,2202.62,0.0011,6.94,5.55,1.72,20.14,5.1,84.8,6.94
6/9/2021,2202.62,2195.98,2221.38,2195.98,0.003,6.94,5.55,1.72,20.14,5.1,84.8,6.94
6/8/2021,2195.98,2195.12,2202.96,2179.22,0.0004,6.94,5.55,1.72,20.14,5.1,84.14,6.94
6/7/2021,2195.12,2222.55,2238.87,2189.45,-0.0123,6.94,5.55,1.72,20.14,5.1,84.62,6.94
6/6/2021,2222.55,2203.59,2232.12,2200.59,0.0086,6.94,5.55,1.72,20.14,5.1,84.79,6.94
6/3/2021,2203.59,2195.33,2212.78,2195.29,0.0038,6.94,5.55,1.72,20.14,5.1,84.8,6.94
6/2/2021,2195.33,2193.63,2198.63,2180.07,0.0008,6.94,5.55,1.72,20.14,5.1,84.8,6.94
6/1/2021,2193.63,2205.81,2218.37,2190.95,-0.0055,6.94,5.55,1.72,20.14,5.1,84.8,6.94
5/31/2021,2205.81,2208.28,2215.84,2193.81,-0.0011,6.94,5.55,1.72,20.14,5.1,84.51,6.94
5/30/2021,2208.28,2189.73,2213.67,2189.73,0.0085,6.94,5.55,1.72,20.14,5.1,84.12,6.94
5/27/2021,2189.73,2170.24,2190.52,2170.24,0.009,6.94,5.55,1.72,20.14,5.1,84.63,6.94
5/25/2021,2170.24,2172.94,2186.86,2168.46,-0.0012,6.94,5.55,1.72,20.14,5.1,84.63,6.94
5/24/2021,2172.94,2161.72,2177.17,2161.72,0.0052,6.94,5.55,1.72,20.14,5.1,84.42,6.94
5/23/2021,2161.72,2178.47,2187.31,2160.26,-0.0077,6.94,5.55,1.72,20.14,5.1,84.63,6.94
5/20/2021,2178.47,2201,2211.99,2175.92,-0.0102,6.94,5.55,1.72,20.14,5.1,84.34,6.94
5/19/2021,2201,2194.79,2212.86,2194.79,0.0028,6.94,5.55,1.72,20.14,5.1,84.4,6.94
5/18/2021,2194.79,2199.29,2203.14,2187.09,-0.002,6.94,5.55,1.72,20.14,5.1,84.57,6.94
5/17/2021,2199.29,2192.65,2205.48,2186.77,0.003,6.94,5.55,1.72,20.14,5.1,84.63,6.94
5/16/2021,2192.65,2186.87,2196.59,2186.87,0.0026,6.94,5.55,1.72,20.14,5.1,84.44,6.94
5/12/2021,2186.87,2194.75,2197.85,2176.31,-0.0036,6.94,5.55,1.72,20.14,5.1,84.2,6.94
5/11/2021,2194.75,2165.99,2200.92,2165.99,0.0133,6.94,5.55,1.72,20.14,5.1,84.51,6.94
5/9/2021,2165.99,2137.28,2167.08,2128.15,0.0134,6.94,5.55,1.72,20.14,5.1,84.36,6.94
5/6/2021,2137.28,2132.1,2144.32,2129.32,0.0024,6.94,5.55,1.72,20.14,5.1,84.39,6.94
5/5/2021,2132.1,2126.3,2140.14,2125.39,0.0063,6.94,5.55,1.72,20.14,5.1,84.51,6.94
5/4/2021,2118.71,2116.05,2128.73,2111.71,0.0013,6.94,5.55,1.72,20.14,5.1,84.45,6.94
5/3/2021,2116.05,2123.32,2137.24,2111.89,-0.0034,6.94,5.55,1.72,20.14,5.1,84.62,6.94
5/2/2021,2123.32,2110.91,2125.22,2110.91,0.0059,6.94,5.55,1.72,20.14,5.1,84.63,6.94
4/29/2021,2110.91,2112.36,2129.9,2110.24,-0.0007,6.94,5.55,1.72,20.14,5.1,84.62,6.94
4/28/2021,2112.36,2092.48,2112.69,2084.56,0.0095,6.94,5.55,1.72,20.14,5.1,84.39,6.94
4/27/2021,2092.48,2125.89,2126.3,2090.9,-0.0157,6.94,5.55,1.72,20.14,5.1,84.34,6.94
4/26/2021,2125.89,2117.69,2137.21,2117.69,0.0039,6.94,5.55,1.72,20.14,5.1,84.8,6.94
4/25/2021,2117.69,2087.55,2121.83,2087.55,0.0144,6.94,5.55,1.72,20.14,5.1,84.51,6.94
4/22/2021,2087.55,2083.49,2092.14,2074.53,0.0019,6.94,5.55,1.72,20.14,5.1,84.45,6.94
4/21/2021,2083.49,2082.81,2104.24,2080.03,0.0003,6.94,5.55,1.72,20.14,5.1,84.28,6.94
4/20/2021,2082.81,2046.69,2089.06,2041.41,0.0176,6.94,5.55,1.72,20.14,5.1,84.01,6.94
4/19/2021,2046.69,2040.25,2051.37,2034.9,0.0032,6.94,5.55,1.72,20.14,5.1,84.39,6.94
4/18/2021,2040.25,2026.82,2042.54,2017.63,0.0066,6.94,5.55,1.72,20.14,5.1,84.62,6.94
4/15/2021,2026.82,1997.63,2029.21,1997.63,0.0146,6.94,5.55,1.72,20.14,5.1,84.4,6.94
4/13/2021,1997.63,1960.8,2003.46,1947.57,0.0188,6.94,5.55,1.72,20.14,5.1,84.54,6.94
4/12/2021,1960.8,1952.91,1982.16,1952.91,0.004,6.94,5.55,1.72,20.14,5.1,84.28,6.94
4/11/2021,1952.91,1990.39,1990.39,1943.4,-0.0188,6.94,5.55,1.72,20.14,5.1,84.62,6.94
4/8/2021,1990.39,2011.19,2011.19,1982.11,-0.0103,6.94,5.55,1.72,20.14,5.1,84.23,6.94
4/7/2021,2011.19,1988.26,2022.84,1988.26,0.0115,6.94,5.55,1.72,20.14,5.1,84.51,6.94
4/6/2021,1988.26,1944.65,1992.36,1944.65,0.0224,6.94,5.55,1.72,20.14,5.1,84.39,6.94
4/5/2021,1944.65,1901.12,1948.47,1901.12,0.0229,6.94,5.55,1.72,20.14,5.1,84.27,6.94
4/4/2021,1901.12,1983.3,1983.3,1897.01,-0.0414,6.94,5.55,1.72,20.14,5.1,84.62,6.94
4/1/2021,1983.3,1994.4,1994.4,1958.26,-0.0056,6.94,5.55,1.72,20.14,5.1,84.62,6.94
3/31/2021,1994.4,2036.62,2036.62,1989.6,-0.0207,6.94,5.55,1.72,20.14,5.1,84.51,6.94
3/29/2021,2036.62,2022.18,2052.1,2022.18,0.0071,6.94,5.55,1.72,20.14,5.1,84.51,6.94
3/28/2021,2022.18,2020.9,2031.8,2013.81,0.0006,6.94,5.55,1.72,20.14,5.1,84.06,6.94
3/25/2021,2020.9,2024.66,2032.03,2007.65,-0.0019,6.94,5.55,1.72,20.14,5.1,84.45,6.94
3/24/2021,2024.66,2063.56,2063.56,2020.13,-0.0189,6.94,5.55,1.72,20.14,5.1,84.62,6.94
3/23/2021,2063.56,2066.86,2089.14,2061.06,-0.0016,6.94,5.55,1.72,20.14,5.1,84.39,6.94
3/22/2021,2066.86,2034.57,2070.47,2001.83,0.0159,6.94,5.55,1.72,20.14,5.1,84.45,6.94
3/21/2021,2034.57,2073.88,2073.88,2028.95,-0.019,6.94,5.55,1.72,20.14,5.1,84.28,6.94
3/18/2021,2073.88,2111.86,2111.86,2063.24,-0.018,6.94,5.55,1.72,20.14,5.1,84.62,6.94
3/16/2021,2111.86,2129.18,2145.44,2102.76,-0.0081,6.94,5.55,1.72,20.14,5.1,84.29,6.94
3/15/2021,2129.18,2126.29,2137.1,2119.85,0.0014,6.94,5.55,1.72,20.14,5.1,84.62,6.94
3/14/2021,2126.29,2154.66,2161.47,2124.17,-0.0132,6.94,5.55,1.72,20.14,5.1,84.62,6.94
3/11/2021,2154.66,2149.92,2170.99,2144.28,0.0022,6.94,5.55,1.72,20.14,5.1,84.28,6.94
3/10/2021,2149.92,2165.42,2171.11,2141.29,-0.0072,6.94,5.55,1.72,20.14,5.1,84.62,6.94
3/9/2021,2165.42,2168,2174.98,2157.64,-0.0012,6.94,5.55,1.72,20.14,5.1,84.62,6.94
3/8/2021,2168,2156.05,2173.18,2153.92,0.0055,6.94,5.55,1.72,20.14,5.1,84.62,6.94
3/7/2021,2156.05,2112.68,2158.23,2112.68,0.0205,6.94,5.55,1.72,20.14,5.1,84.62,6.94
3/4/2021,2112.68,2092.3,2118.91,2092.3,0.0097,6.94,5.55,1.72,20.14,5.1,84.17,6.94
3/3/2021,2092.3,2108.15,2119.03,2086.64,-0.0075,6.94,5.55,1.72,20.14,5.1,84.51,6.94
3/2/2021,2108.15,2069.39,2110.62,2069.39,0.0187,6.94,5.55,1.72,20.14,5.1,84.39,6.94
3/1/2021,2069.39,2056.83,2072.82,2044.65,0.0061,6.94,5.55,1.72,20.14,5.1,84.51,6.94
2/28/2021,2056.83,2065.79,2085.32,2054.47,-0.0043,6.94,5.55,1.72,20.14,5.1,84.51,6.94
2/25/2021,2065.79,2056.37,2080.66,2046.56,0.0046,6.94,5.55,1.72,20.14,5.1,84.28,6.94
2/24/2021,2056.37,2017.53,2061.39,2017.53,0.0193,6.94,5.55,1.72,20.14,5.1,84.62,6.94
2/23/2021,2017.53,2057.36,2069,2013.87,-0.0194,6.94,5.55,1.72,20.14,5.1,84.62,6.94
2/22/2021,2057.36,2105.57,2109.61,2053.35,-0.0229,6.94,5.55,1.72,20.14,5.1,84.35,6.94
2/18/2021,2105.57,2120.4,2123.86,2103.75,-0.007,6.94,5.55,1.72,20.14,5.1,84.16,6.94
2/17/2021,2120.4,2146.16,2152.93,2116.59,-0.012,6.94,5.55,1.72,20.14,5.1,84.43,6.94
2/16/2021,2146.16,2146.14,2179.76,2136.32,0,6.94,5.55,1.72,20.14,5.1,84.62,6.94
2/15/2021,2146.14,2099.98,2153.09,2099.98,0.022,6.94,5.55,1.72,20.14,5.1,84.62,6.94
2/14/2021,2099.98,2110.69,2125.93,2081.04,-0.0051,6.94,5.55,1.72,20.14,5.1,84.39,6.94
2/11/2021,2110.69,2101.82,2135.48,2089.75,0.0042,6.94,5.55,1.72,20.14,5.1,84.2,6.94
2/10/2021,2101.82,2086.35,2127.43,2086.35,0.0074,6.94,5.55,1.72,20.14,5.1,84.54,6.94
2/9/2021,2086.35,2023.46,2088.25,2019.91,0.0311,6.94,5.55,1.72,20.14,5.1,84.37,6.94
2/8/2021,2023.46,2091.11,2101.2,2008.66,-0.0324,6.94,5.55,1.72,20.14,5.1,84.45,6.94
2/7/2021,2091.11,2173.73,2184.48,2085.29,-0.038,6.94,5.55,1.72,20.14,5.1,84.62,6.94
2/4/2021,2173.73,2136.46,2174.84,2136.46,0.0174,6.94,5.55,1.72,20.14,5.1,84.03,6.94
2/3/2021,2136.46,2109.45,2141.45,2104.46,0.0128,6.94,5.55,1.72,20.14,5.1,84.45,6.94
2/2/2021,2109.45,2125.48,2136.04,2105.17,-0.0075,6.94,5.55,1.72,20.14,5.1,84.56,6.94
2/1/2021,2125.48,2160.39,2172.38,2123.42,-0.0162,6.94,5.55,1.72,20.14,5.1,84.37,6.94
1/31/2021,2160.39,2191.2,2208.63,2159.85,-0.0141,6.94,5.55,1.72,20.14,5.1,84.39,6.94
1/28/2021,2191.2,2178.6,2218.53,2178.6,0.0058,6.94,5.55,1.72,20.14,5.1,84.14,6.94
1/27/2021,2178.6,2162.99,2192.21,2158.97,0.0072,6.94,5.55,1.72,20.14,5.1,84.18,6.94
1/26/2021,2162.99,2202.01,2202.46,2158.2,-0.0177,6.94,5.55,1.72,20.14,5.1,84.79,6.94
1/25/2021,2202.01,2210.19,2227.8,2182.13,-0.0037,6.94,5.55,1.72,20.14,5.1,84.45,6.94
1/24/2021,2210.19,2208.44,2221.92,2204.46,0.0008,6.94,5.55,1.72,20.14,5.1,84.6,6.94
1/21/2021,2208.44,2207.49,2224.72,2205.31,0.0004,6.94,5.55,1.72,20.14,5.1,84.54,6.94
1/20/2021,2207.49,2203.39,2224.32,2197.72,0.0019,6.94,5.55,1.72,20.14,5.1,84.54,6.94
1/19/2021,2203.39,2195.02,2226.11,2183.03,0.0038,6.94,5.55,1.72,20.14,5.1,84.59,6.94
1/18/2021,2195.02,2208.82,2218.96,2144.73,-0.0062,6.94,5.55,1.72,20.14,5.1,84.59,6.94
1/17/2021,2208.82,2236.77,2268.25,2201.56,-0.0125,6.94,5.55,1.72,20.14,5.1,84.62,6.94
1/14/2021,2236.77,2159.88,2245.78,2159.88,0.0356,6.94,5.55,1.72,20.14,5.1,84.79,6.94
1/13/2021,2159.88,2194.98,2195.83,2146.52,-0.016,6.94,5.55,1.72,20.14,5.1,84.45,6.94
1/12/2021,2194.98,2123.96,2197.44,2123.81,0.0334,6.94,5.55,1.72,20.14,5.1,84.45,6.94
1/11/2021,2123.96,2067.19,2128.78,2067.19,0.0275,6.94,5.55,1.72,20.14,5.1,84.06,6.94
1/10/2021,2067.19,2048.06,2079.74,2047.69,0.0093,6.94,5.55,1.72,20.14,5.1,84.62,6.94
1/7/2021,2048.06,2072.03,2104.14,2040.65,-0.0116,6.94,5.55,1.72,20.14,5.1,84.79,6.94
1/6/2021,2072.03,2058.86,2085.64,2038.03,0.0064,6.94,5.55,1.72,20.14,5.1,84.62,6.94
1/5/2021,2058.86,2091.78,2155.34,2050.82,-0.0157,6.94,5.55,1.72,20.14,5.1,84.37,6.94
