Date,Price,Open,High,Low,Change %,GDP,Inflation,FDI,Trade Balance,Unemployment Rate,Exchange Rate,Economic Growth
1/4/2021,2091.78,2078.95,2101.65,2042.31,0.0062,6.94,5.55,1.72,20.14,5.1,84.17,6.94
1/3/2021,2078.95,1963.96,2080.36,1963.96,0.0586,6.94,5.55,1.72,20.14,5.1,84.27,6.94
12/30/2020,1963.96,1936.57,1973.98,1936.57,0.0141,3.45,5.69,1.53,18.81,5.2,84.44,3.45
12/29/2020,1936.57,1924.25,1941.15,1921.86,0.0064,3.45,5.69,1.53,18.81,5.2,84.56,3.45
12/28/2020,1924.25,1915.67,1927.71,1896.85,0.0045,3.45,5.69,1.53,18.81,5.2,84.11,3.45
12/27/2020,1915.67,1912.98,1917.95,1912.98,0.0207,3.45,5.69,1.53,18.81,5.2,84.63,3.45
12/24/2020,1876.73,1836.23,1879.87,1836.01,0.0221,3.45,5.69,1.53,18.81,5.2,84.22,3.45
12/23/2020,1836.23,1812.52,1836.59,1804.01,0.0131,3.45,5.69,1.53,18.81,5.2,84.54,3.45
12/22/2020,1812.52,1818.21,1822.51,1811.16,-0.0031,3.45,5.69,1.53,18.81,5.2,84.79,3.45
12/21/2020,1818.21,1794.13,1820.39,1793.74,0.0134,3.45,5.69,1.53,18.81,5.2,84.37,3.45
12/20/2020,1794.13,1798.61,1802.7,1784.22,-0.0025,3.45,5.69,1.53,18.81,5.2,84.44,3.45
12/17/2020,1798.61,1806.03,1808.6,1790.14,-0.0041,3.45,5.69,1.53,18.81,5.2,84.03,3.45
12/15/2020,1806.03,1813.2,1826.14,1803.58,-0.004,3.45,5.69,1.53,18.81,5.2,84.54,3.45
12/14/2020,1813.2,1798.74,1821.62,1798,0.008,3.45,5.69,1.53,18.81,5.2,84.28,3.45
12/13/2020,1798.74,1775.15,1798.95,1775.15,0.0133,3.45,5.69,1.53,18.81,5.2,84.45,3.45
12/10/2020,1775.15,1767.1,1780.97,1767.1,0.0046,3.45,5.69,1.53,18.81,5.2,84.79,3.45
12/9/2020,1767.1,1760.22,1768.5,1756.69,0.0039,3.45,5.69,1.53,18.81,5.2,84.37,3.45
12/8/2020,1760.22,1763.21,1767.72,1755.73,-0.0017,3.45,5.69,1.53,18.81,5.2,84.54,3.45
12/7/2020,1763.21,1748.64,1767.14,1748.64,0.0083,3.45,5.69,1.53,18.81,5.2,84.58,3.45
12/6/2020,1748.64,1727.12,1749.61,1727.12,0.0125,3.45,5.69,1.53,18.81,5.2,84.13,3.45
12/3/2020,1727.12,1704.98,1727.55,1704.98,0.013,3.45,5.69,1.53,18.81,5.2,84.29,3.45
12/2/2020,1704.98,1695.5,1707.65,1694.66,0.0056,3.45,5.69,1.53,18.81,5.2,84.15,3.45
12/1/2020,1695.5,1687.4,1699.77,1683.27,0.0048,3.45,5.69,1.53,18.81,5.2,84.79,3.45
11/30/2020,1687.4,1698.79,1698.79,1685.69,-0.0067,3.45,5.69,1.53,18.81,5.2,84.29,3.45
11/29/2020,1698.79,1689.7,1701.2,1689.7,0.0054,3.45,5.69,1.53,18.81,5.2,84.28,3.45
11/26/2020,1689.7,1681.94,1694.04,1681.94,0.0046,3.45,5.69,1.53,18.81,5.2,84.8,3.45
11/25/2020,1681.94,1674.7,1684.56,1674.7,0.0043,3.45,5.69,1.53,18.81,5.2,84.28,3.45
11/24/2020,1674.7,1669.87,1682.31,1669.87,0.0029,3.45,5.69,1.53,18.81,5.2,84.15,3.45
11/23/2020,1669.87,1687.78,1687.78,1657.04,-0.0106,3.45,5.69,1.53,18.81,5.2,84.29,3.45
11/22/2020,1687.78,1689.17,1690.87,1686.39,-0.008,3.45,5.69,1.53,18.81,5.2,84.28,3.45
11/19/2020,1701.33,1699.77,1710.94,1693.4,0.0009,3.45,5.69,1.53,18.81,5.2,84.33,3.45
11/18/2020,1699.77,1704.03,1708.6,1694.56,-0.0025,3.45,5.69,1.53,18.81,5.2,84.33,3.45
11/17/2020,1704.03,1696.8,1706.08,1689.15,0.0043,3.45,5.69,1.53,18.81,5.2,84.79,3.45
11/16/2020,1696.8,1696.53,1704.16,1691.86,0.0002,3.45,5.69,1.53,18.81,5.2,84.29,3.45
11/15/2020,1696.53,1711.59,1712.96,1695.06,-0.0088,3.45,5.69,1.53,18.81,5.2,84.25,3.45
11/12/2020,1711.59,1710.43,1713.01,1702.15,0.0007,3.45,5.69,1.53,18.81,5.2,85.069,3.45
11/11/2020,1710.43,1703.32,1712.93,1698.08,0.0042,3.45,5.69,1.53,18.81,5.2,84.27,3.45
11/10/2020,1703.32,1719.86,1722.82,1700.44,-0.0096,3.45,5.69,1.53,18.81,5.2,84.45,3.45
11/9/2020,1719.86,1718.8,1726.42,1715.46,0.0006,3.45,5.69,1.53,18.81,5.2,84.46,3.45
11/8/2020,1718.8,1725.64,1731.9,1717.48,-0.004,3.45,5.69,1.53,18.81,5.2,84.49,3.45
11/5/2020,1725.64,1706.42,1728.39,1706.42,0.0113,3.45,5.69,1.53,18.81,5.2,84.51,3.45
11/4/2020,1706.42,1702.37,1710.37,1693,0.0024,3.45,5.69,1.53,18.81,5.2,84.45,3.45
11/3/2020,1702.37,1698.98,1712.92,1698.98,0.002,3.45,5.69,1.53,18.81,5.2,84.37,3.45
11/2/2020,1698.98,1700.01,1710.33,1695.7,-0.0006,3.45,5.69,1.53,18.81,5.2,84.32,3.45
11/1/2020,1700.01,1680.13,1702.48,1674.89,0.0118,3.45,5.69,1.53,18.81,5.2,84.18,3.45
10/29/2020,1680.13,1665.49,1684.97,1663.1,0.0088,3.45,5.69,1.53,18.81,5.2,84.63,3.45
10/28/2020,1665.49,1675.4,1676.01,1655.01,-0.0059,3.45,5.69,1.53,18.81,5.2,84.43,3.45
10/27/2020,1675.4,1682.91,1694.42,1671.35,-0.0045,3.45,5.69,1.53,18.81,5.2,84.54,3.45
10/25/2020,1682.91,1692.43,1696.5,1680.73,-0.0056,3.45,5.69,1.53,18.81,5.2,84.39,3.45
10/22/2020,1692.43,1695.07,1703.33,1686.5,-0.0016,3.45,5.69,1.53,18.81,5.2,84.5,3.45
10/21/2020,1695.07,1694.39,1700.46,1690.63,0.0004,3.45,5.69,1.53,18.81,5.2,84.45,3.45
10/20/2020,1694.39,1690.27,1703.49,1690.27,0.0024,3.45,5.69,1.53,18.81,5.2,84.46,3.45
10/19/2020,1690.27,1675.55,1692,1669.85,0.0088,3.45,5.69,1.53,18.81,5.2,84.4,3.45
10/18/2020,1675.55,1670.45,1692.01,1670.45,0.0031,3.45,5.69,1.53,18.81,5.2,84.45,3.45
10/15/2020,1670.45,1656.32,1672.6,1656.32,0.0085,3.45,5.69,1.53,18.81,5.2,84.18,3.45
10/14/2020,1656.32,1649.19,1667.65,1649.19,0.0043,3.45,5.69,1.53,18.81,5.2,84.39,3.45
10/13/2020,1649.19,1637.49,1658.66,1634.8,0.0071,3.45,5.69,1.53,18.81,5.2,84.36,3.45
10/12/2020,1637.49,1647.59,1648.57,1627.8,-0.0061,3.45,5.69,1.53,18.81,5.2,84.36,3.45
10/11/2020,1647.59,1669.37,1671.82,1645.28,-0.013,3.45,5.69,1.53,18.81,5.2,84.46,3.45
10/8/2020,1669.37,1677.66,1682.67,1666.33,-0.0049,3.45,5.69,1.53,18.81,5.2,84.45,3.45
10/7/2020,1677.66,1678.48,1684.4,1675.68,-0.0005,3.45,5.69,1.53,18.81,5.2,84.79,3.45
10/6/2020,1678.48,1685.24,1686.18,1672.9,-0.004,3.45,5.69,1.53,18.81,5.2,84.46,3.45
10/5/2020,1685.24,1707.49,1708.91,1685.23,-0.013,3.45,5.69,1.53,18.81,5.2,84.45,3.45
10/4/2020,1707.49,1710.71,1718.6,1699.19,-0.0019,3.45,5.69,1.53,18.81,5.2,84.41,3.45
10/1/2020,1710.71,1695.99,1712.97,1695.99,0.0087,3.45,5.69,1.53,18.81,5.2,84.565,3.45
9/30/2020,1695.99,1705.13,1709.01,1694.12,-0.0054,3.45,5.69,1.53,18.81,5.2,84.33,3.45
9/29/2020,1705.13,1712.61,1721.7,1703.28,-0.0044,3.45,5.69,1.53,18.81,5.2,84.29,3.45
9/28/2020,1712.61,1690.78,1719.39,1690.78,0.0129,3.45,5.69,1.53,18.81,5.2,84.2,3.45
9/27/2020,1690.78,1701.19,1707.75,1681.99,-0.0061,3.45,5.69,1.53,18.81,5.2,84.45,3.45
9/24/2020,1701.19,1708.48,1712.65,1695.89,-0.0043,3.45,5.69,1.53,18.81,5.2,84.41,3.45
9/23/2020,1708.48,1714.34,1733.91,1705.82,-0.0034,3.45,5.69,1.53,18.81,5.2,84.37,3.45
9/22/2020,1714.34,1726.96,1730.97,1708.83,-0.0073,3.45,5.69,1.53,18.81,5.2,84.4,3.45
9/21/2020,1726.96,1752.86,1758.91,1724.43,-0.0148,3.45,5.69,1.53,18.81,5.2,84.39,3.45
9/20/2020,1752.86,1761.6,1766.31,1749.96,-0.005,3.45,5.69,1.53,18.81,5.2,84.43,3.45
9/17/2020,1761.6,1764.11,1773.1,1758.03,-0.0014,3.45,5.69,1.53,18.81,5.2,84.37,3.45
9/16/2020,1764.11,1761.33,1770.96,1757.41,0.0016,3.45,5.69,1.53,18.81,5.2,84.43,3.45
9/15/2020,1761.33,1756,1764.02,1754.23,0.003,3.45,5.69,1.53,18.81,5.2,84.22,3.45
9/14/2020,1756,1756.88,1766.98,1746.18,-0.0005,3.45,5.69,1.53,18.81,5.2,84.79,3.45
9/13/2020,1756.88,1763.18,1764.97,1755.73,0.0096,3.45,5.69,1.53,18.81,5.2,84.17,3.45
9/10/2020,1740.23,1726.9,1743.54,1726.46,0.0077,3.45,5.69,1.53,18.81,5.2,84.29,3.45
9/9/2020,1726.9,1734.23,1738.13,1721.38,-0.0042,3.45,5.69,1.53,18.81,5.2,84.57,3.45
9/8/2020,1734.23,1723.91,1739.53,1723.91,0.006,3.45,5.69,1.53,18.81,5.2,84.15,3.45
9/7/2020,1723.91,1716.83,1734.12,1716.83,0.0041,3.45,5.69,1.53,18.81,5.2,84.46,3.45
9/6/2020,1716.83,1715.41,1725.18,1714.78,0.0008,3.45,5.69,1.53,18.81,5.2,84.63,3.45
9/3/2020,1715.41,1714.65,1725.82,1712.17,0.0004,3.45,5.69,1.53,18.81,5.2,84.63,3.45
9/2/2020,1714.65,1699.62,1720.25,1689.9,0.0108,3.45,5.69,1.53,18.81,5.2,84.63,3.45
9/1/2020,1696.4,1699.54,1714.12,1683.76,-0.0018,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/31/2020,1699.54,1690.1,1722.14,1690.1,0.0056,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/27/2020,1690.1,1679.05,1699.56,1679.05,0.0066,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/26/2020,1679.05,1660.53,1683.61,1660.53,0.0112,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/25/2020,1660.53,1645.73,1668.94,1643.62,0.009,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/24/2020,1645.73,1650.98,1658.92,1625.98,-0.0032,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/23/2020,1650.98,1647.06,1674.22,1647.06,0.0024,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/20/2020,1647.06,1644.44,1657.29,1635.45,0.0019,3.45,5.69,1.53,18.81,5.2,84.79,3.45
8/19/2020,1643.87,1608.96,1658.52,1608.96,0.0217,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/18/2020,1608.96,1618.05,1632.32,1597.62,-0.0056,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/17/2020,1618.05,1639.89,1669.53,1615.07,-0.0133,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/16/2020,1639.89,1594.3,1641.82,1594.3,0.0286,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/13/2020,1594.3,1581.46,1610.27,1581.46,0.0081,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/12/2020,1581.46,1544.13,1584.3,1544.13,0.0242,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/10/2020,1544.13,1540.33,1557.99,1532.3,0.0025,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/9/2020,1540.33,1475.87,1545.26,1475.87,0.0437,3.45,5.69,1.53,18.81,5.2,84.79,3.45
8/6/2020,1475.87,1452.41,1477.98,1450.81,0.0162,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/5/2020,1452.41,1454.88,1460.16,1448.21,-0.0017,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/4/2020,1454.88,1442.78,1456.66,1437.22,0.0084,3.45,5.69,1.53,18.81,5.2,84.63,3.45
8/3/2020,1442.78,1420.63,1443.3,1420.63,0.0156,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/30/2020,1420.63,1401.79,1423.09,1400.88,0.0134,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/29/2020,1401.79,1402.54,1405.06,1394.28,-0.0005,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/28/2020,1402.54,1400.88,1405.91,1396.68,0.0012,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/27/2020,1400.88,1397.67,1403.53,1393.01,0.0023,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/26/2020,1397.67,1374.58,1397.67,1374.58,0.0168,3.45,5.69,1.53,18.81,5.2,84.8,3.45
7/23/2020,1374.58,1371.9,1374.58,1370.32,0.002,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/22/2020,1371.9,1372.08,1375.11,1367.51,-0.0001,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/21/2020,1372.08,1366.69,1372.82,1365.9,0.0054,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/20/2020,1364.68,1356.64,1365.1,1355.2,0.0059,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/19/2020,1356.64,1355.07,1357.37,1351.2,-0.0089,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/16/2020,1368.76,1369.51,1370.48,1365.9,-0.0046,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/15/2020,1375.08,1374.04,1379.09,1372.79,0.0008,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/14/2020,1374.04,1376.07,1379.27,1370.71,-0.0015,3.45,5.69,1.53,18.81,5.2,84.8,3.45
7/13/2020,1376.07,1383.71,1388.84,1370.52,-0.0055,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/12/2020,1383.71,1376.05,1384.33,1376.05,0.0105,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/9/2020,1369.36,1357.5,1370.73,1357.5,0.0087,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/8/2020,1357.5,1346.47,1357.71,1346.47,0.0082,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/7/2020,1346.47,1342.72,1348.54,1342.72,0.0028,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/6/2020,1342.72,1336.12,1344.68,1332.42,0.0049,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/5/2020,1336.12,1339.49,1339.49,1333.79,-0.0025,3.45,5.69,1.53,18.81,5.2,84.63,3.45
7/2/2020,1339.49,1340.98,1340.98,1335.5,-0.0011,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/30/2020,1340.98,1335.51,1341.43,1335.51,0.0041,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/29/2020,1335.51,1331.73,1335.91,1331.73,0.0028,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/28/2020,1331.73,1330.31,1333.05,1328.83,0.0011,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/25/2020,1330.31,1327.33,1330.31,1327.3,0.0022,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/24/2020,1327.33,1326.35,1328.56,1325.14,0.0007,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/23/2020,1326.35,1326.7,1327.53,1326.05,-0.0003,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/22/2020,1326.7,1326.83,1327.2,1326.01,-0.0001,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/21/2020,1326.83,1325.42,1327.05,1325.18,0.0011,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/18/2020,1325.42,1325.7,1325.7,1324.3,-0.0002,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/17/2020,1325.7,1325.63,1326.48,1324.37,0.0001,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/16/2020,1325.63,1324.77,1325.92,1322.49,0.0006,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/15/2020,1324.77,1329.02,1329.02,1323.85,-0.0032,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/14/2020,1329.02,1331.75,1333.27,1327.98,-0.002,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/11/2020,1331.75,1332.13,1332.7,1329.52,-0.0004,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/10/2020,1332.31,1329.15,1332.99,1328.01,0.0024,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/9/2020,1329.15,1324.9,1329.15,1324.9,0.0032,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/8/2020,1324.9,1327.99,1327.99,1322.99,-0.0023,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/7/2020,1327.99,1321.49,1329.05,1321.49,0.0049,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/4/2020,1321.49,1328.5,1329.31,1320.64,-0.0053,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/3/2020,1328.5,1330.5,1334.22,1327.66,-0.0015,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/2/2020,1330.5,1347.18,1347.59,1328.1,-0.0124,3.45,5.69,1.53,18.81,5.2,84.63,3.45
6/1/2020,1347.18,1365.37,1390.31,1342.91,-0.0133,3.45,5.69,1.53,18.81,5.2,84.63,3.45
5/31/2020,1365.37,1330.83,1366.35,1330.83,0.026,3.45,5.69,1.53,18.81,5.2,84.63,3.45
3/29/2020,1330.83,1330.83,1330.83,1330.83,0,3.45,5.69,1.53,18.81,5.2,84.63,3.45
3/25/2020,1330.83,1323.77,1332.81,1323.28,0.0053,3.45,5.69,1.53,18.81,5.2,84.63,3.45
3/24/2020,1323.77,1323.8,1326.45,1321.51,0,3.45,5.69,1.53,18.81,5.2,84.63,3.45
3/23/2020,1323.8,1321.59,1325.38,1320.21,0.0017,3.45,5.69,1.53,18.81,5.2,84.63,3.45
3/22/2020,1321.59,1325.81,1329.45,1320.33,-0.0032,3.45,5.69,1.53,18.81,5.2,84.63,3.45
3/19/2020,1325.81,1203.43,1326.12,1203.43,0.1017,3.45,5.69,1.53,18.81,5.2,84.63,3.45
3/18/2020,1203.43,1284.27,1287.36,1196.13,-0.0487,3.45,5.69,1.53,18.81,5.2,84.63,3.45
3/16/2020,1265.07,1333.27,1348.78,1260.6,-0.0512,3.45,5.69,1.53,18.81,5.2,84.63,3.45
3/15/2020,1333.27,1381.59,1381.59,1308.34,-0.035,3.45,5.69,1.53,18.81,5.2,84.73,3.45
3/12/2020,1381.59,1413.61,1416.58,1372.76,-0.0227,3.45,5.69,1.53,18.81,5.2,84.73,3.45
3/11/2020,1413.61,1390.15,1421.9,1390.15,0.0169,3.45,5.69,1.53,18.81,5.2,84.73,3.45
3/10/2020,1390.15,1346.11,1393.38,1344.7,0.0327,3.45,5.69,1.53,18.81,5.2,84.79,3.45
3/9/2020,1346.11,1435,1435,1343.13,-0.0619,3.45,5.69,1.53,18.81,5.2,84.73,3.45
3/8/2020,1435,1462.24,1465.34,1432.67,-0.0186,3.45,5.69,1.53,18.81,5.2,84.84,3.45
3/5/2020,1462.24,1470.11,1474.65,1459.11,-0.0054,3.45,5.69,1.53,18.81,5.2,84.73,3.45
3/4/2020,1470.11,1485.16,1496.66,1467.48,-0.0101,3.45,5.69,1.53,18.81,5.2,84.73,3.45
3/3/2020,1485.16,1479.71,1497.26,1479.71,0.0037,3.45,5.69,1.53,18.81,5.2,84.73,3.45
3/2/2020,1479.71,1474.67,1486.39,1464.77,0.0034,3.45,5.69,1.53,18.81,5.2,84.73,3.45
3/1/2020,1474.67,1492.37,1493.67,1458.28,-0.0119,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/27/2020,1492.37,1517.7,1523.48,1489.39,-0.0167,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/26/2020,1517.7,1550.97,1552.81,1515.86,-0.0215,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/25/2020,1550.97,1571.21,1571.21,1546.56,-0.0129,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/24/2020,1571.21,1591.75,1592.38,1569.71,-0.0129,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/23/2020,1591.75,1591.75,1591.75,1591.75,-0.0007,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/20/2020,1592.8,1599.55,1608.18,1587.62,-0.0042,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/19/2020,1599.55,1590.87,1606.21,1576.09,0.0055,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/18/2020,1590.87,1599,1617,1584.35,-0.0051,3.45,5.69,1.53,18.81,5.2,84.94,3.45
2/17/2020,1599,1592.32,1602.28,1583.24,0.0042,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/16/2020,1592.32,1536.63,1594.72,1536.63,0.0362,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/13/2020,1536.63,1516.06,1540.21,1516.06,0.0136,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/12/2020,1516.06,1517.22,1524.52,1513.21,-0.0008,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/11/2020,1517.22,1491.57,1531.04,1491.57,0.0172,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/10/2020,1491.57,1492.45,1504,1487.47,-0.0006,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/9/2020,1492.45,1513.86,1515.06,1488.78,-0.0141,3.45,5.69,1.53,18.81,5.2,84.78,3.45
2/6/2020,1513.86,1519.22,1522.91,1509.93,-0.0035,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/5/2020,1519.22,1526.3,1526.8,1510.81,-0.0046,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/4/2020,1526.3,1536.16,1544.12,1524.99,-0.0064,3.45,5.69,1.53,18.81,5.2,84.73,3.45
2/3/2020,1536.16,1525.03,1536.57,1525.03,0.0073,3.45,5.69,1.53,18.81,5.2,84.78,3.45
2/2/2020,1525.03,1524.04,1532.21,1522.27,0.0006,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/30/2020,1524.04,1526.44,1530.41,1517.56,-0.0016,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/29/2020,1526.44,1543.69,1547.02,1524.58,-0.0112,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/28/2020,1543.69,1541.23,1546.89,1534.61,0.0016,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/27/2020,1541.23,1545.85,1548.13,1530.68,-0.003,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/26/2020,1545.85,1543.42,1555.34,1538,0.0016,3.45,5.69,1.53,18.81,5.2,84.94,3.45
1/23/2020,1543.42,1519.84,1545.19,1519.84,0.0155,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/22/2020,1519.84,1507.14,1521.2,1503.51,0.0084,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/21/2020,1507.14,1514.88,1516.86,1493.19,-0.0049,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/20/2020,1514.54,1487.25,1521.38,1487.25,0.0183,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/19/2020,1487.25,1406.59,1487.79,1406.59,0.0573,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/16/2020,1406.59,1371.23,1408.87,1366.88,0.0258,3.45,5.69,1.53,18.81,5.2,84.76,3.45
1/15/2020,1371.23,1361.64,1388.87,1361.64,0.007,3.45,5.69,1.53,18.81,5.2,84.76,3.45
1/14/2020,1361.64,1387.78,1388.96,1352.57,-0.0188,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/13/2020,1387.78,1415.7,1419.19,1384.82,-0.0197,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/12/2020,1415.7,1406.37,1425.6,1406.37,0.0066,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/9/2020,1406.37,1421.38,1424.58,1403.68,-0.0106,3.45,5.69,1.53,18.81,5.2,84.78,3.45
1/8/2020,1421.38,1436.26,1449.62,1419.11,-0.0104,3.45,5.69,1.53,18.81,5.2,84.78,3.45
1/7/2020,1436.26,1451.89,1458.06,1432.28,-0.0108,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/6/2020,1451.89,1480.31,1487.3,1447.53,-0.0192,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/5/2020,1480.31,1506.12,1509.4,1479.97,-0.0171,3.45,5.69,1.53,18.81,5.2,84.73,3.45
1/2/2020,1506.12,1501.78,1513.83,1501.78,0.0029,3.45,5.69,1.53,18.81,5.2,84.76,3.45
1/1/2020,1501.78,1501.78,1501.78,1501.78,-0.0076,3.45,5.69,1.53,18.81,5.2,84.76,3.45
12/30/2019,1513.34,1513.34,1513.34,1513.34,0.0007,7.88,5.59,1.91,18.93,4.38,84.73,7.88
12/29/2019,1512.33,1512.33,1512.33,1512.33,0.0022,7.88,5.59,1.91,18.93,4.38,84.73,7.88
12/26/2019,1508.95,1508.95,1508.95,1508.95,0.0084,7.88,5.59,1.91,18.93,4.38,84.73,7.88
12/24/2019,1496.4,1496.4,1496.4,1496.4,0.0012,7.88,5.59,1.91,18.93,4.38,84.73,7.88
12/23/2019,1494.54,1494.54,1494.54,1494.54,-0.0047,7.88,5.59,1.91,18.93,4.38,84.73,7.88
12/22/2019,1501.6,1501.6,1501.6,1501.6,-0.0078,7.88,5.59,1.91,18.93,4.38,84.73,7.88
12/19/2019,1513.47,1513.47,1513.47,1513.47,0.0099,7.88,5.59,1.91,18.93,4.38,84.65,7.88
12/18/2019,1498.69,1498.69,1498.69,1498.69,-0.0064,7.88,5.59,1.91,18.93,4.38,84.65,7.88
12/17/2019,1508.28,1508.28,1508.28,1508.28,-0.0197,7.88,5.59,1.91,18.93,4.38,84.65,7.88
12/15/2019,1538.62,1538.62,1538.62,1538.62,-0.0061,7.88,5.59,1.91,18.93,4.38,84.65,7.88
12/12/2019,1548.12,1548.12,1548.12,1548.12,-0.0026,7.88,5.59,1.91,18.93,4.38,84.65,7.88
12/11/2019,1552.15,1552.15,1552.15,1552.15,0.0024,7.88,5.59,1.91,18.93,4.38,84.65,7.88
12/10/2019,1548.37,1548.37,1548.37,1548.37,-0.0084,7.88,5.59,1.91,18.93,4.38,84.67,7.88
12/9/2019,1561.5,1561.5,1561.5,1561.5,-0.0136,7.88,5.59,1.91,18.93,4.38,84.67,7.88
12/8/2019,1583.05,1583.05,1583.05,1583.05,-0.0142,7.88,5.59,1.91,18.93,4.38,84.67,7.88
12/5/2019,1605.82,1605.82,1605.82,1605.82,-0.0073,7.88,5.59,1.91,18.93,4.38,84.67,7.88
12/4/2019,1617.62,1617.62,1617.62,1617.62,0.0002,7.88,5.59,1.91,18.93,4.38,84.67,7.88
12/3/2019,1617.24,1617.24,1617.24,1617.24,-0.0072,7.88,5.59,1.91,18.93,4.38,84.67,7.88
12/2/2019,1629.04,1629.04,1629.04,1629.04,-0.0096,7.88,5.59,1.91,18.93,4.38,84.67,7.88
12/1/2019,1644.83,1644.83,1644.83,1644.83,-0.0017,7.88,5.59,1.91,18.93,4.38,84.67,7.88
